,source,keyword,false_positive_False,false_positive_True,total,score,adv_score,total_score
118,DOCS,config,0,31,31,-1.0,-0.96875,-62
127,DOCS,down,0,31,31,-1.0,-0.96875,-62
479,WIKI,wrap,2,38,40,-0.9,-1.8426839607817551,-64
426,WIKI,learn,1,35,36,-0.9444444444444444,-1.5558649767307606,-64
284,ISSUE_COMMENT,intuit,3,42,45,-0.8666666666666667,-2.02316261051469,-66
20,CODE_COMMENT,config,2,39,41,-0.9024390243902439,-1.8487774923980969,-66
102,DOCS,access,1,36,37,-0.9459459459459459,-1.5594776663052128,-66
259,ISSUE_COMMENT,detect,1,36,37,-0.9459459459459459,-1.5594776663052128,-66
96,CODE_COMMENT,update,0,33,33,-1.0,-0.9705882352941176,-66
303,ISSUE_COMMENT,pipeline,0,33,33,-1.0,-0.9705882352941176,-66
146,DOCS,install,3,43,46,-0.8695652173913043,-2.0308888179743754,-68
296,ISSUE_COMMENT,optimiz,2,40,42,-0.9047619047619048,-1.8545876039392601,-68
188,DOCS,test,4,47,51,-0.8431372549019608,-2.157804427589737,-70
382,WIKI,assert,1,38,39,-0.9487179487179487,-1.5661611420179495,-70
152,DOCS,log,1,39,40,-0.95,-1.5692583624701935,-72
10,CODE_COMMENT,avoid,0,36,36,-1.0,-0.972972972972973,-72
392,WIKI,concurren,0,36,36,-1.0,-0.972972972972973,-72
242,ISSUE_COMMENT,benchmark,1,40,41,-0.9512195121951219,-1.572208096234235,-74
109,DOCS,avail,0,37,37,-1.0,-0.9736842105263158,-74
410,WIKI,extend,2,44,46,-0.9130434782608695,-1.8753556622140557,-76
65,CODE_COMMENT,perform,1,41,42,-0.9523809523809523,-1.5750206330790189,-76
450,WIKI,release,1,41,42,-0.9523809523809523,-1.5750206330790189,-76
401,WIKI,detect,0,38,38,-1.0,-0.9743589743589743,-76
389,WIKI,charge,0,39,39,-1.0,-0.975,-78
457,WIKI,rout,0,39,39,-1.0,-0.975,-78
443,WIKI,progress bar,0,41,41,-1.0,-0.9761904761904762,-82
301,ISSUE_COMMENT,perform,14,84,98,-0.7142857142857143,-2.6218536775470174,-84
241,ISSUE_COMMENT,avoid,2,48,50,-0.92,-1.892865985857511,-84
245,ISSUE_COMMENT,cache,2,48,50,-0.92,-1.892865985857511,-84
209,ISSUE,guid,0,42,42,-1.0,-0.9767441860465116,-84
240,ISSUE_COMMENT,avail,1,46,47,-0.9574468085106383,-1.5873254817749487,-86
138,DOCS,extend,0,44,44,-1.0,-0.9777777777777777,-88
396,WIKI,continuous,0,44,44,-1.0,-0.9777777777777777,-88
293,ISSUE_COMMENT,message,4,57,61,-0.8688524590163934,-2.2306485380485053,-90
88,CODE_COMMENT,simpl,0,46,46,-1.0,-0.9787234042553191,-92
288,ISSUE_COMMENT,load,4,59,63,-0.873015873015873,-2.242485705998055,-94
9,CODE_COMMENT,avail,0,48,48,-1.0,-0.9795918367346939,-96
49,CODE_COMMENT,integrat,0,48,48,-1.0,-0.9795918367346939,-96
25,CODE_COMMENT,depend,2,56,58,-0.9310344827586207,-1.9207637896284397,-100
234,ISSUE_COMMENT,access,1,57,58,-0.9655172413793104,-1.607054951039948,-108
470,WIKI,toler,0,56,56,-1.0,-0.9824561403508771,-112
416,WIKI,guid,1,61,62,-0.967741935483871,-1.612521124342805,-116
408,WIKI,evolve,0,58,58,-1.0,-0.9830508474576272,-116
100,CODE_COMMENT,variab,3,68,71,-0.9154929577464789,-2.154293520455457,-118
35,CODE_COMMENT,error,2,67,69,-0.9420289855072463,-1.9487114109061021,-122
431,WIKI,message,3,72,75,-0.92,-2.1665040910167432,-126
318,ISSUE_COMMENT,release,4,76,80,-0.9,-2.3195003666080893,-128
56,CODE_COMMENT,log,0,67,67,-1.0,-0.9852941176470589,-134
405,WIKI,energy,0,77,77,-1.0,-0.9871794871794872,-154
391,WIKI,clear,0,85,85,-1.0,-0.9883720930232558,-170
394,WIKI,configurat,0,86,86,-1.0,-0.9885057471264368,-172
434,WIKI,optimiz,1,93,94,-0.9787234042553191,-1.6396793748580525,-180
281,ISSUE_COMMENT,integrat,12,127,139,-0.8273381294964028,-2.9283512579148336,-182
398,WIKI,coupling,0,96,96,-1.0,-0.9896907216494846,-192
90,CODE_COMMENT,test,7,118,125,-0.888,-2.712841358146522,-194
289,ISSUE_COMMENT,log,7,122,129,-0.8914728682170543,-2.7241213637937007,-202
446,WIKI,reduce,0,103,103,-1.0,-0.9903846153846154,-206
345,ISSUE_COMMENT,update,4,117,121,-0.9338842975206612,-2.416938394303716,-210
225,ISSUE,simpl,1,109,110,-0.9818181818181818,-1.6473864459502172,-212
257,ISSUE_COMMENT,depend,9,135,144,-0.875,-2.8698325635672397,-216
260,ISSUE_COMMENT,down,1,114,115,-0.9826086956521739,-1.649358891407533,-222
441,WIKI,power,0,118,118,-1.0,-0.9915966386554622,-236
404,WIKI,efficient,3,133,136,-0.9558823529411765,-2.264366912011575,-248
466,WIKI,test,6,143,149,-0.9194630872483222,-2.6905979361371863,-250
280,ISSUE_COMMENT,install,2,140,142,-0.971830985915493,-2.0252342366167775,-268
402,WIKI,down,0,149,149,-1.0,-0.9933333333333333,-298
273,ISSUE_COMMENT,feedback,9,183,192,-0.90625,-2.977460135652663,-312
386,WIKI,avoid,0,156,156,-1.0,-0.9936305732484076,-312
420,WIKI,integrat,9,194,203,-0.9113300492610837,-2.9949913833524437,-334
427,WIKI,load,2,175,177,-0.9774011299435028,-2.0396625052785566,-338
276,ISSUE_COMMENT,guid,5,197,202,-0.9504950495049505,-2.6404818625211157,-364
393,WIKI,config,3,194,197,-0.9695431472081218,-2.301930419060097,-370
379,WIKI,access,0,196,196,-1.0,-0.9949238578680203,-392
385,WIKI,avail,1,202,203,-0.9901477832512315,-1.6682479573164168,-398
438,WIKI,perform,13,247,260,-0.9,-3.262603123103335,-416
337,ISSUE_COMMENT,test,40,335,375,-0.7866666666666666,-3.6981482970153476,-430
478,WIKI,variab,5,231,236,-0.9576271186440678,-2.6621841352132507,-432
419,WIKI,install,3,234,237,-0.9746835443037974,-2.316109232851659,-450
266,ISSUE_COMMENT,error,2,282,284,-0.9859154929577465,-2.061794529217792,-552
407,WIKI,error,0,288,288,-1.0,-0.9965397923875432,-576
464,WIKI,simpl,5,310,315,-0.9682539682539683,-2.6945779687169518,-590
469,WIKI,toggle,0,313,313,-1.0,-0.9968152866242038,-626
417,WIKI,hash,0,328,328,-1.0,-0.9969604863221885,-656
388,WIKI,cache,0,335,335,-1.0,-0.9970238095238095,-670
287,ISSUE_COMMENT,learn,8,365,373,-0.9571045576407506,-3.0518961874573005,-682
250,ISSUE_COMMENT,clear,28,524,552,-0.8985507246376812,-3.917140563604505,-880
399,WIKI,depend,10,471,481,-0.9584199584199584,-3.2498541924482343,-882
428,WIKI,log,1,546,547,-0.9963436928702011,-1.6838781266517704,-1086
334,ISSUE_COMMENT,simpl,29,851,880,-0.9340909090909091,-4.106452040551978,-1528
473,WIKI,update,1,932,933,-0.9978563772775991,-1.687708806318318,-1858
