quality_attribute,sentence,source,author,repo,version,id,keyword,matched_word,match_idx,wiki,url,total_similar,target_keywords,target_matched_words
Usability,Retrains the models with spacy 3.6.x to be compatible with the latest spacy version. ## What's Changed; * Update README.md by @dakinggg in https://github.com/allenai/scispacy/pull/476; * Update EntityLinker docstring by @andyjessen in https://github.com/allenai/scispacy/pull/472; * Support UMLS filtering by language (Solves #477) by @nachollorca in https://github.com/allenai/scispacy/pull/478; * Add a note about make_serializable argument by @JohnGiorgi in https://github.com/allenai/scispacy/pull/484; * Drop umls and umls_ents attributes in linker by @JohnGiorgi in https://github.com/allenai/scispacy/pull/489; * Updating nmslib hyperparameters guide url by @kaushikacharya in https://github.com/allenai/scispacy/pull/493; * Update to latest spacy version by @dakinggg in https://github.com/allenai/scispacy/pull/494. ## New Contributors; * @nachollorca made their first contribution in https://github.com/allenai/scispacy/pull/478; * @JohnGiorgi made their first contribution in https://github.com/allenai/scispacy/pull/484. **Full Changelog**: https://github.com/allenai/scispacy/compare/v0.5.2...v0.5.3,MatchSource.RELEASES,allenai,scispacy,v0.5.5,https://github.com/allenai/scispacy/releases/tag/v0.5.3:652,guid,guide,652,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/releases/tag/v0.5.3,1,['guid'],['guide']
Usability,Update for spacy 3.7.x. ## What's Changed; * Fixes #485 Project Page URL in setup.py by @sajedjalil in https://github.com/allenai/scispacy/pull/495; * add progress bar to http_get by @WeixiongLin in https://github.com/allenai/scispacy/pull/499; * Update for spacy 3.7 compatibility by @dakinggg in https://github.com/allenai/scispacy/pull/507; * Update publish workflow to trusted publisher by @dakinggg in https://github.com/allenai/scispacy/pull/508. ## New Contributors; * @sajedjalil made their first contribution in https://github.com/allenai/scispacy/pull/495; * @WeixiongLin made their first contribution in https://github.com/allenai/scispacy/pull/499. **Full Changelog**: https://github.com/allenai/scispacy/compare/v0.5.3...v0.5.4,MatchSource.RELEASES,allenai,scispacy,v0.5.5,https://github.com/allenai/scispacy/releases/tag/v0.5.4:155,progress bar,progress bar,155,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/releases/tag/v0.5.4,1,['progress bar'],['progress bar']
