author,repo,tag,extension,file_count,line_count,category
scverse,scanpy,1.3.8,sample,13,790,other
scverse,scanpy,1.3.8,idx,1,6205,other
scverse,scanpy,1.3.8,pack,1,318511,other
scverse,scanpy,1.3.8,png,56,13859,test
scverse,scanpy,1.3.8,css,1,42,doc
scverse,scanpy,1.3.8,h5ad,1,9128,other
scverse,scanpy,1.3.8,pkl,2,32,test
scverse,scanpy,1.3.8,0,5,126408,test
scverse,scanpy,1.3.8,h5,2,216,test
scverse,scanpy,1.3.8,tsv,2,355,test
scverse,scanpy,1.3.8,mtx,1,15,test
scverse,scanpy,1.3.8,gz,3,664,test
scverse,scanpy,1.3.8,r,1,34,test
scverse,scanpy,1.3.8,csv,1,766,test
scverse,scanpy,1.4,no_extension,23,1533,test
scverse,scanpy,1.4,yml,2,18,other
scverse,scanpy,1.4,md,1,7,other
scverse,scanpy,1.4,in,1,4,other
scverse,scanpy,1.4,ini,1,4,test
scverse,scanpy,1.4,rst,14,1023,doc
scverse,scanpy,1.4,txt,9,1003,other
scverse,scanpy,1.4,cfg,1,9,other
scverse,scanpy,1.4,py,94,25948,other
scverse,scanpy,1.4,sample,13,790,other
scverse,scanpy,1.4,idx,1,6205,other
scverse,scanpy,1.4,pack,1,318511,other
scverse,scanpy,1.4,png,56,13859,test
scverse,scanpy,1.4,css,1,42,doc
scverse,scanpy,1.4,h5ad,1,9128,other
scverse,scanpy,1.4,pkl,2,32,test
scverse,scanpy,1.4,0,5,126408,test
scverse,scanpy,1.4,h5,2,216,test
scverse,scanpy,1.4,tsv,2,355,test
scverse,scanpy,1.4,mtx,1,15,test
scverse,scanpy,1.4,gz,3,664,test
scverse,scanpy,1.4,r,1,34,test
scverse,scanpy,1.4,csv,1,766,test
scverse,scanpy,1.4.1,no_extension,24,1556,test
scverse,scanpy,1.4.1,yml,2,19,other
scverse,scanpy,1.4.1,py,115,29030,other
scverse,scanpy,1.4.1,md,1,91,other
scverse,scanpy,1.4.1,in,1,4,other
scverse,scanpy,1.4.1,ini,1,4,test
scverse,scanpy,1.4.1,rst,14,1073,doc
scverse,scanpy,1.4.1,txt,9,1006,other
scverse,scanpy,1.4.1,cfg,1,9,other
scverse,scanpy,1.4.1,sample,13,790,other
scverse,scanpy,1.4.1,idx,1,6205,other
scverse,scanpy,1.4.1,pack,1,318511,other
scverse,scanpy,1.4.1,png,71,15886,test
scverse,scanpy,1.4.1,css,1,50,doc
scverse,scanpy,1.4.1,h5ad,1,9128,other
scverse,scanpy,1.4.1,pkl,2,32,test
scverse,scanpy,1.4.1,0,5,126408,test
scverse,scanpy,1.4.1,h5,2,216,test
scverse,scanpy,1.4.1,tsv,2,355,test
scverse,scanpy,1.4.1,mtx,1,15,test
scverse,scanpy,1.4.1,gz,3,664,test
scverse,scanpy,1.4.1,r,1,34,test
scverse,scanpy,1.4.1,csv,1,766,test
scverse,scanpy,1.4.2,no_extension,24,1559,test
scverse,scanpy,1.4.2,yml,2,19,other
scverse,scanpy,1.4.2,py,110,26368,other
scverse,scanpy,1.4.2,md,1,91,other
scverse,scanpy,1.4.2,in,1,4,other
scverse,scanpy,1.4.2,ini,1,4,test
scverse,scanpy,1.4.2,rst,14,1089,doc
scverse,scanpy,1.4.2,txt,8,972,other
scverse,scanpy,1.4.2,cfg,1,9,other
scverse,scanpy,1.4.2,sample,13,790,other
scverse,scanpy,1.4.2,idx,1,6205,other
scverse,scanpy,1.4.2,pack,1,318511,other
scverse,scanpy,1.4.2,png,71,15886,test
scverse,scanpy,1.4.2,css,1,50,doc
scverse,scanpy,1.4.2,h5ad,1,9128,other
scverse,scanpy,1.4.2,pkl,2,32,test
scverse,scanpy,1.4.2,0,5,126408,test
scverse,scanpy,1.4.2,h5,2,216,test
scverse,scanpy,1.4.2,tsv,2,355,test
scverse,scanpy,1.4.2,mtx,1,15,test
scverse,scanpy,1.4.2,gz,3,664,test
scverse,scanpy,1.4.2,r,1,34,test
scverse,scanpy,1.4.2,csv,1,766,test
scverse,scanpy,1.4.3,no_extension,24,1573,test
scverse,scanpy,1.4.3,yml,2,19,other
scverse,scanpy,1.4.3,py,110,26634,other
scverse,scanpy,1.4.3,md,1,91,other
scverse,scanpy,1.4.3,in,1,4,other
scverse,scanpy,1.4.3,ini,1,4,test
scverse,scanpy,1.4.3,rst,14,1081,doc
scverse,scanpy,1.4.3,txt,8,972,other
scverse,scanpy,1.4.3,cfg,1,9,other
scverse,scanpy,1.4.3,sample,13,790,other
scverse,scanpy,1.4.3,idx,1,6205,other
scverse,scanpy,1.4.3,pack,1,318511,other
scverse,scanpy,1.4.3,png,71,15886,test
scverse,scanpy,1.4.3,css,1,54,doc
scverse,scanpy,1.4.3,h5ad,1,9128,other
scverse,scanpy,1.4.3,pkl,2,32,test
scverse,scanpy,1.4.3,0,5,126408,test
scverse,scanpy,1.4.3,h5,2,216,test
scverse,scanpy,1.4.3,tsv,2,355,test
scverse,scanpy,1.4.3,mtx,1,15,test
scverse,scanpy,1.4.3,gz,3,664,test
scverse,scanpy,1.4.3,r,1,34,test
scverse,scanpy,1.4.3,csv,1,766,test
scverse,scanpy,1.4.4,no_extension,24,1551,test
scverse,scanpy,1.4.4,yml,2,22,other
scverse,scanpy,1.4.4,py,115,27569,other
scverse,scanpy,1.4.4,md,1,91,other
scverse,scanpy,1.4.4,in,1,4,other
scverse,scanpy,1.4.4,ini,1,4,test
scverse,scanpy,1.4.4,rst,15,1137,doc
scverse,scanpy,1.4.4,txt,8,977,other
scverse,scanpy,1.4.4,cfg,1,9,other
scverse,scanpy,1.4.4,sample,13,790,other
scverse,scanpy,1.4.4,idx,1,6205,other
scverse,scanpy,1.4.4,pack,1,318511,other
scverse,scanpy,1.4.4,png,74,16299,test
scverse,scanpy,1.4.4,css,1,54,doc
scverse,scanpy,1.4.4,h5ad,1,9128,other
scverse,scanpy,1.4.4,pkl,2,32,test
scverse,scanpy,1.4.4,0,5,126408,test
scverse,scanpy,1.4.4,h5,2,216,test
scverse,scanpy,1.4.4,tsv,2,355,test
scverse,scanpy,1.4.4,mtx,1,15,test
scverse,scanpy,1.4.4,gz,3,664,test
scverse,scanpy,1.4.4,r,1,34,test
scverse,scanpy,1.4.4,csv,1,766,test
scverse,scanpy,1.4.4.post1,no_extension,24,1554,test
scverse,scanpy,1.4.4.post1,yml,2,22,other
scverse,scanpy,1.4.4.post1,py,115,27590,other
scverse,scanpy,1.4.4.post1,md,1,91,other
scverse,scanpy,1.4.4.post1,in,1,4,other
scverse,scanpy,1.4.4.post1,ini,1,4,test
scverse,scanpy,1.4.4.post1,rst,15,1137,doc
scverse,scanpy,1.4.4.post1,txt,8,977,other
scverse,scanpy,1.4.4.post1,cfg,1,9,other
scverse,scanpy,1.4.4.post1,sample,13,790,other
scverse,scanpy,1.4.4.post1,idx,1,6205,other
scverse,scanpy,1.4.4.post1,pack,1,318511,other
scverse,scanpy,1.4.4.post1,png,74,16299,test
scverse,scanpy,1.4.4.post1,css,1,54,doc
scverse,scanpy,1.4.4.post1,h5ad,1,9128,other
scverse,scanpy,1.4.4.post1,pkl,2,32,test
scverse,scanpy,1.4.4.post1,0,5,126408,test
scverse,scanpy,1.4.4.post1,h5,2,216,test
scverse,scanpy,1.4.4.post1,tsv,2,355,test
scverse,scanpy,1.4.4.post1,mtx,1,15,test
scverse,scanpy,1.4.4.post1,gz,3,664,test
scverse,scanpy,1.4.4.post1,r,1,34,test
scverse,scanpy,1.4.4.post1,csv,1,766,test
scverse,scanpy,1.4.5,no_extension,24,1551,test
scverse,scanpy,1.4.5,yml,3,35,other
scverse,scanpy,1.4.5,py,121,28176,other
scverse,scanpy,1.4.5,md,4,174,other
scverse,scanpy,1.4.5,in,1,4,other
scverse,scanpy,1.4.5,toml,1,68,other
scverse,scanpy,1.4.5,ini,1,4,test
scverse,scanpy,1.4.5,rst,19,1444,doc
scverse,scanpy,1.4.5,txt,8,960,other
scverse,scanpy,1.4.5,sample,13,790,other
scverse,scanpy,1.4.5,idx,1,6205,other
scverse,scanpy,1.4.5,pack,1,318511,other
scverse,scanpy,1.4.5,png,90,19372,test
scverse,scanpy,1.4.5,css,1,131,doc
scverse,scanpy,1.4.5,svg,2,146,doc
scverse,scanpy,1.4.5,h5ad,1,9128,other
scverse,scanpy,1.4.5,pkl,2,32,test
scverse,scanpy,1.4.5,0,5,126408,test
scverse,scanpy,1.4.5,h5,2,216,test
scverse,scanpy,1.4.5,tsv,2,355,test
scverse,scanpy,1.4.5,mtx,1,15,test
scverse,scanpy,1.4.5,gz,3,664,test
scverse,scanpy,1.4.5,r,1,34,test
scverse,scanpy,1.4.5,csv,1,766,test
scverse,scanpy,1.4.5.1,no_extension,24,1558,test
scverse,scanpy,1.4.5.1,yml,3,42,other
scverse,scanpy,1.4.5.1,py,124,28394,other
scverse,scanpy,1.4.5.1,md,4,174,other
scverse,scanpy,1.4.5.1,in,1,4,other
scverse,scanpy,1.4.5.1,toml,1,66,other
scverse,scanpy,1.4.5.1,ini,1,4,test
scverse,scanpy,1.4.5.1,rst,19,1469,doc
scverse,scanpy,1.4.5.1,txt,8,962,other
scverse,scanpy,1.4.5.1,sample,13,790,other
scverse,scanpy,1.4.5.1,idx,1,6205,other
scverse,scanpy,1.4.5.1,pack,1,318511,other
scverse,scanpy,1.4.5.1,png,90,19378,test
scverse,scanpy,1.4.5.1,css,1,131,doc
scverse,scanpy,1.4.5.1,svg,2,146,doc
scverse,scanpy,1.4.5.1,h5ad,1,9128,other
scverse,scanpy,1.4.5.1,pkl,2,32,test
scverse,scanpy,1.4.5.1,0,5,126408,test
scverse,scanpy,1.4.5.1,h5,2,216,test
scverse,scanpy,1.4.5.1,tsv,2,355,test
scverse,scanpy,1.4.5.1,mtx,1,15,test
scverse,scanpy,1.4.5.1,gz,3,664,test
scverse,scanpy,1.4.5.1,r,1,34,test
scverse,scanpy,1.4.5.1,csv,1,766,test
scverse,scanpy,1.4.5.post1,no_extension,24,1556,test
scverse,scanpy,1.4.5.post1,yml,3,35,other
scverse,scanpy,1.4.5.post1,py,121,28190,other
scverse,scanpy,1.4.5.post1,md,4,174,other
scverse,scanpy,1.4.5.post1,in,1,4,other
scverse,scanpy,1.4.5.post1,toml,1,68,other
scverse,scanpy,1.4.5.post1,ini,1,4,test
scverse,scanpy,1.4.5.post1,rst,19,1465,doc
scverse,scanpy,1.4.5.post1,txt,8,960,other
scverse,scanpy,1.4.5.post1,sample,13,790,other
scverse,scanpy,1.4.5.post1,idx,1,6205,other
scverse,scanpy,1.4.5.post1,pack,1,318511,other
scverse,scanpy,1.4.5.post1,png,90,19372,test
scverse,scanpy,1.4.5.post1,css,1,131,doc
scverse,scanpy,1.4.5.post1,svg,2,146,doc
scverse,scanpy,1.4.5.post1,h5ad,1,9128,other
scverse,scanpy,1.4.5.post1,pkl,2,32,test
scverse,scanpy,1.4.5.post1,0,5,126408,test
scverse,scanpy,1.4.5.post1,h5,2,216,test
scverse,scanpy,1.4.5.post1,tsv,2,355,test
scverse,scanpy,1.4.5.post1,mtx,1,15,test
scverse,scanpy,1.4.5.post1,gz,3,664,test
scverse,scanpy,1.4.5.post1,r,1,34,test
scverse,scanpy,1.4.5.post1,csv,1,766,test
scverse,scanpy,1.4.5.post2,no_extension,24,1558,test
scverse,scanpy,1.4.5.post2,yml,3,35,other
scverse,scanpy,1.4.5.post2,py,121,27929,other
scverse,scanpy,1.4.5.post2,md,4,174,other
scverse,scanpy,1.4.5.post2,in,1,4,other
scverse,scanpy,1.4.5.post2,toml,1,67,other
scverse,scanpy,1.4.5.post2,ini,1,4,test
scverse,scanpy,1.4.5.post2,rst,19,1465,doc
scverse,scanpy,1.4.5.post2,txt,8,961,other
scverse,scanpy,1.4.5.post2,sample,13,790,other
scverse,scanpy,1.4.5.post2,idx,1,6205,other
scverse,scanpy,1.4.5.post2,pack,1,318511,other
scverse,scanpy,1.4.5.post2,png,90,19372,test
scverse,scanpy,1.4.5.post2,css,1,131,doc
scverse,scanpy,1.4.5.post2,svg,2,146,doc
scverse,scanpy,1.4.5.post2,h5ad,1,9128,other
scverse,scanpy,1.4.5.post2,pkl,2,32,test
scverse,scanpy,1.4.5.post2,0,5,126408,test
scverse,scanpy,1.4.5.post2,h5,2,216,test
scverse,scanpy,1.4.5.post2,tsv,2,355,test
scverse,scanpy,1.4.5.post2,mtx,1,15,test
scverse,scanpy,1.4.5.post2,gz,3,664,test
scverse,scanpy,1.4.5.post2,r,1,34,test
scverse,scanpy,1.4.5.post2,csv,1,766,test
scverse,scanpy,1.4.5.post3,no_extension,24,1565,test
scverse,scanpy,1.4.5.post3,yml,3,41,other
scverse,scanpy,1.4.5.post3,py,124,28237,other
scverse,scanpy,1.4.5.post3,md,4,174,other
scverse,scanpy,1.4.5.post3,in,1,4,other
scverse,scanpy,1.4.5.post3,toml,1,66,other
scverse,scanpy,1.4.5.post3,ini,1,4,test
scverse,scanpy,1.4.5.post3,rst,19,1469,doc
scverse,scanpy,1.4.5.post3,txt,8,961,other
scverse,scanpy,1.4.5.post3,sample,13,790,other
scverse,scanpy,1.4.5.post3,idx,1,6205,other
scverse,scanpy,1.4.5.post3,pack,1,318511,other
scverse,scanpy,1.4.5.post3,png,90,19372,test
scverse,scanpy,1.4.5.post3,css,1,131,doc
scverse,scanpy,1.4.5.post3,svg,2,146,doc
scverse,scanpy,1.4.5.post3,h5ad,1,9128,other
scverse,scanpy,1.4.5.post3,pkl,2,32,test
scverse,scanpy,1.4.5.post3,0,5,126408,test
scverse,scanpy,1.4.5.post3,h5,2,216,test
scverse,scanpy,1.4.5.post3,tsv,2,355,test
scverse,scanpy,1.4.5.post3,mtx,1,15,test
scverse,scanpy,1.4.5.post3,gz,3,664,test
scverse,scanpy,1.4.5.post3,r,1,34,test
scverse,scanpy,1.4.5.post3,csv,1,766,test
scverse,scanpy,1.4.6,no_extension,24,1567,test
scverse,scanpy,1.4.6,yml,3,42,other
scverse,scanpy,1.4.6,py,129,29742,other
scverse,scanpy,1.4.6,md,4,174,other
scverse,scanpy,1.4.6,in,1,4,other
scverse,scanpy,1.4.6,toml,1,64,other
scverse,scanpy,1.4.6,ini,1,4,test
scverse,scanpy,1.4.6,rst,19,1500,doc
scverse,scanpy,1.4.6,txt,8,962,other
scverse,scanpy,1.4.6,sample,13,790,other
scverse,scanpy,1.4.6,idx,1,6205,other
scverse,scanpy,1.4.6,pack,1,318511,other
scverse,scanpy,1.4.6,png,92,23692,test
scverse,scanpy,1.4.6,css,1,131,doc
scverse,scanpy,1.4.6,svg,2,146,doc
scverse,scanpy,1.4.6,h5ad,1,9128,other
scverse,scanpy,1.4.6,pkl,2,32,test
scverse,scanpy,1.4.6,0,5,126408,test
scverse,scanpy,1.4.6,h5,3,231,test
scverse,scanpy,1.4.6,tsv,2,355,test
scverse,scanpy,1.4.6,mtx,1,15,test
scverse,scanpy,1.4.6,gz,3,664,test
scverse,scanpy,1.4.6,json,1,1,test
scverse,scanpy,1.4.6,csv,2,5758,test
scverse,scanpy,1.4.6,r,1,34,test
scverse,scanpy,1.5.0,no_extension,24,1576,test
scverse,scanpy,1.5.0,yml,3,42,other
scverse,scanpy,1.5.0,py,135,31339,other
scverse,scanpy,1.5.0,md,4,174,other
scverse,scanpy,1.5.0,in,1,4,other
scverse,scanpy,1.5.0,toml,1,61,other
scverse,scanpy,1.5.0,ini,1,4,test
scverse,scanpy,1.5.0,rst,19,1574,doc
scverse,scanpy,1.5.0,txt,8,962,other
scverse,scanpy,1.5.0,sample,13,790,other
scverse,scanpy,1.5.0,idx,1,6205,other
scverse,scanpy,1.5.0,pack,1,318511,other
scverse,scanpy,1.5.0,png,96,27536,test
scverse,scanpy,1.5.0,css,1,131,doc
scverse,scanpy,1.5.0,svg,2,146,doc
scverse,scanpy,1.5.0,h5ad,1,9128,other
scverse,scanpy,1.5.0,pkl,2,32,test
scverse,scanpy,1.5.0,0,5,126408,test
scverse,scanpy,1.5.0,h5,3,232,test
scverse,scanpy,1.5.0,tsv,2,355,test
scverse,scanpy,1.5.0,mtx,1,15,test
scverse,scanpy,1.5.0,gz,3,664,test
scverse,scanpy,1.5.0,json,1,1,test
scverse,scanpy,1.5.0,csv,2,5758,test
scverse,scanpy,1.5.0,r,1,34,test
scverse,scanpy,1.5.0a1,no_extension,24,1576,test
scverse,scanpy,1.5.0a1,yml,3,42,other
scverse,scanpy,1.5.0a1,py,135,31339,other
scverse,scanpy,1.5.0a1,md,4,174,other
scverse,scanpy,1.5.0a1,in,1,4,other
scverse,scanpy,1.5.0a1,toml,1,61,other
scverse,scanpy,1.5.0a1,ini,1,4,test
scverse,scanpy,1.5.0a1,rst,19,1574,doc
scverse,scanpy,1.5.0a1,txt,8,962,other
scverse,scanpy,1.5.0a1,sample,13,790,other
scverse,scanpy,1.5.0a1,idx,1,6205,other
scverse,scanpy,1.5.0a1,pack,1,318511,other
scverse,scanpy,1.5.0a1,png,96,27536,test
scverse,scanpy,1.5.0a1,css,1,131,doc
scverse,scanpy,1.5.0a1,svg,2,146,doc
scverse,scanpy,1.5.0a1,h5ad,1,9128,other
scverse,scanpy,1.5.0a1,pkl,2,32,test
scverse,scanpy,1.5.0a1,0,5,126408,test
scverse,scanpy,1.5.0a1,h5,3,232,test
scverse,scanpy,1.5.0a1,tsv,2,355,test
scverse,scanpy,1.5.0a1,mtx,1,15,test
scverse,scanpy,1.5.0a1,gz,3,664,test
scverse,scanpy,1.5.0a1,json,1,1,test
scverse,scanpy,1.5.0a1,csv,2,5758,test
scverse,scanpy,1.5.0a1,r,1,34,test
scverse,scanpy,1.5.1,no_extension,24,1578,test
scverse,scanpy,1.5.1,yml,3,42,other
scverse,scanpy,1.5.1,py,136,31407,other
scverse,scanpy,1.5.1,md,4,174,other
scverse,scanpy,1.5.1,in,1,4,other
scverse,scanpy,1.5.1,toml,1,60,other
scverse,scanpy,1.5.1,ini,1,4,test
scverse,scanpy,1.5.1,rst,19,1582,doc
scverse,scanpy,1.5.1,txt,8,962,other
scverse,scanpy,1.5.1,sample,13,790,other
scverse,scanpy,1.5.1,idx,1,6205,other
scverse,scanpy,1.5.1,pack,1,318511,other
scverse,scanpy,1.5.1,png,96,27536,test
scverse,scanpy,1.5.1,css,1,131,doc
scverse,scanpy,1.5.1,svg,2,146,doc
scverse,scanpy,1.5.1,h5ad,1,9128,other
scverse,scanpy,1.5.1,pkl,2,32,test
scverse,scanpy,1.5.1,0,5,126408,test
scverse,scanpy,1.5.1,h5,3,232,test
scverse,scanpy,1.5.1,tsv,2,355,test
scverse,scanpy,1.5.1,mtx,1,15,test
scverse,scanpy,1.5.1,gz,3,664,test
scverse,scanpy,1.5.1,json,1,1,test
scverse,scanpy,1.5.1,csv,2,5758,test
scverse,scanpy,1.5.1,r,1,34,test
scverse,scanpy,1.6.0,no_extension,24,1593,test
scverse,scanpy,1.6.0,yml,3,41,other
scverse,scanpy,1.6.0,py,143,34730,other
scverse,scanpy,1.6.0,md,4,184,other
scverse,scanpy,1.6.0,in,1,4,other
scverse,scanpy,1.6.0,toml,1,58,other
scverse,scanpy,1.6.0,ini,1,6,test
scverse,scanpy,1.6.0,rst,20,1694,doc
scverse,scanpy,1.6.0,txt,8,965,other
scverse,scanpy,1.6.0,sample,13,790,other
scverse,scanpy,1.6.0,idx,1,6205,other
scverse,scanpy,1.6.0,pack,1,318511,other
scverse,scanpy,1.6.0,png,106,27817,test
scverse,scanpy,1.6.0,svg,2,146,doc
scverse,scanpy,1.6.0,h5ad,1,9128,other
scverse,scanpy,1.6.0,pkl,2,32,test
scverse,scanpy,1.6.0,0,5,126408,test
scverse,scanpy,1.6.0,h5,3,232,test
scverse,scanpy,1.6.0,tsv,2,355,test
scverse,scanpy,1.6.0,mtx,1,15,test
scverse,scanpy,1.6.0,gz,4,4030,test
scverse,scanpy,1.6.0,json,1,1,test
scverse,scanpy,1.6.0,csv,3,9759,test
scverse,scanpy,1.6.0,r,2,82,test
scverse,scanpy,1.6.1,no_extension,24,1591,test
scverse,scanpy,1.6.1,yml,3,41,other
scverse,scanpy,1.6.1,py,143,34731,other
scverse,scanpy,1.6.1,md,4,184,other
scverse,scanpy,1.6.1,in,1,4,other
scverse,scanpy,1.6.1,toml,1,58,other
scverse,scanpy,1.6.1,ini,1,6,test
scverse,scanpy,1.6.1,rst,20,1703,doc
scverse,scanpy,1.6.1,txt,8,965,other
scverse,scanpy,1.6.1,sample,13,790,other
scverse,scanpy,1.6.1,idx,1,6205,other
scverse,scanpy,1.6.1,pack,1,318511,other
scverse,scanpy,1.6.1,png,106,27817,test
scverse,scanpy,1.6.1,svg,2,146,doc
scverse,scanpy,1.6.1,h5ad,1,9128,other
scverse,scanpy,1.6.1,pkl,2,32,test
scverse,scanpy,1.6.1,0,5,126408,test
scverse,scanpy,1.6.1,h5,3,232,test
scverse,scanpy,1.6.1,tsv,2,355,test
scverse,scanpy,1.6.1,mtx,1,15,test
scverse,scanpy,1.6.1,gz,4,4030,test
scverse,scanpy,1.6.1,json,1,1,test
scverse,scanpy,1.6.1,csv,3,9759,test
scverse,scanpy,1.6.1,r,2,82,test
scverse,scanpy,1.7.0,yml,4,151,other
scverse,scanpy,1.7.0,no_extension,22,1599,test
scverse,scanpy,1.7.0,py,156,37791,other
scverse,scanpy,1.7.0,md,5,88,other
scverse,scanpy,1.7.0,in,1,4,other
scverse,scanpy,1.7.0,toml,1,78,other
scverse,scanpy,1.7.0,rst,29,2268,doc
scverse,scanpy,1.7.0,txt,7,958,other
scverse,scanpy,1.7.0,sample,13,790,other
scverse,scanpy,1.7.0,idx,1,6205,other
scverse,scanpy,1.7.0,pack,1,318511,other
scverse,scanpy,1.7.0,png,198,45149,test
scverse,scanpy,1.7.0,svg,2,146,doc
scverse,scanpy,1.7.0,h5ad,1,9128,other
scverse,scanpy,1.7.0,pkl,2,32,test
scverse,scanpy,1.7.0,0,5,126408,test
scverse,scanpy,1.7.0,h5,3,232,test
scverse,scanpy,1.7.0,tsv,2,355,test
scverse,scanpy,1.7.0,mtx,1,15,test
scverse,scanpy,1.7.0,gz,4,4030,test
scverse,scanpy,1.7.0,json,1,1,test
scverse,scanpy,1.7.0,csv,3,9759,test
scverse,scanpy,1.7.0,r,2,82,test
scverse,scanpy,1.7.0rc1,yml,4,133,other
scverse,scanpy,1.7.0rc1,no_extension,22,1591,test
scverse,scanpy,1.7.0rc1,py,155,37321,other
scverse,scanpy,1.7.0rc1,md,5,88,other
scverse,scanpy,1.7.0rc1,in,1,4,other
scverse,scanpy,1.7.0rc1,toml,1,78,other
scverse,scanpy,1.7.0rc1,rst,29,2264,doc
scverse,scanpy,1.7.0rc1,txt,7,958,other
scverse,scanpy,1.7.0rc1,sample,13,790,other
scverse,scanpy,1.7.0rc1,idx,1,6205,other
scverse,scanpy,1.7.0rc1,pack,1,318511,other
scverse,scanpy,1.7.0rc1,png,195,45103,test
scverse,scanpy,1.7.0rc1,svg,2,146,doc
scverse,scanpy,1.7.0rc1,h5ad,1,9128,other
scverse,scanpy,1.7.0rc1,pkl,2,32,test
scverse,scanpy,1.7.0rc1,0,5,126408,test
scverse,scanpy,1.7.0rc1,h5,3,232,test
scverse,scanpy,1.7.0rc1,tsv,2,355,test
scverse,scanpy,1.7.0rc1,mtx,1,15,test
scverse,scanpy,1.7.0rc1,gz,4,4030,test
scverse,scanpy,1.7.0rc1,json,1,1,test
scverse,scanpy,1.7.0rc1,csv,3,9759,test
scverse,scanpy,1.7.0rc1,r,2,82,test
scverse,scanpy,1.7.1,yml,4,151,other
scverse,scanpy,1.7.1,no_extension,22,1616,test
scverse,scanpy,1.7.1,py,156,37889,other
scverse,scanpy,1.7.1,md,5,88,other
scverse,scanpy,1.7.1,in,1,4,other
scverse,scanpy,1.7.1,toml,1,78,other
scverse,scanpy,1.7.1,rst,59,2271,doc
scverse,scanpy,1.7.1,txt,7,958,other
scverse,scanpy,1.7.1,sample,13,790,other
scverse,scanpy,1.7.1,idx,1,6205,other
scverse,scanpy,1.7.1,pack,1,318511,other
scverse,scanpy,1.7.1,png,198,45231,test
scverse,scanpy,1.7.1,svg,2,146,doc
scverse,scanpy,1.7.1,h5ad,1,9128,other
scverse,scanpy,1.7.1,pkl,2,32,test
scverse,scanpy,1.7.1,0,5,126408,test
scverse,scanpy,1.7.1,h5,3,232,test
scverse,scanpy,1.7.1,tsv,2,355,test
scverse,scanpy,1.7.1,mtx,1,15,test
scverse,scanpy,1.7.1,gz,4,4030,test
scverse,scanpy,1.7.1,json,1,1,test
scverse,scanpy,1.7.1,csv,3,9759,test
scverse,scanpy,1.7.1,r,2,82,test
scverse,scanpy,1.7.2,yml,5,160,other
scverse,scanpy,1.7.2,no_extension,23,1667,test
scverse,scanpy,1.7.2,yaml,1,14,other
scverse,scanpy,1.7.2,py,155,38788,other
scverse,scanpy,1.7.2,md,5,88,other
scverse,scanpy,1.7.2,in,1,4,other
scverse,scanpy,1.7.2,toml,1,34,other
scverse,scanpy,1.7.2,rst,61,2365,doc
scverse,scanpy,1.7.2,txt,7,958,other
scverse,scanpy,1.7.2,sample,13,790,other
scverse,scanpy,1.7.2,idx,1,6205,other
scverse,scanpy,1.7.2,pack,1,318511,other
scverse,scanpy,1.7.2,png,202,49580,test
scverse,scanpy,1.7.2,svg,2,146,doc
scverse,scanpy,1.7.2,h5ad,1,9128,other
scverse,scanpy,1.7.2,pkl,2,32,test
scverse,scanpy,1.7.2,0,5,126408,test
scverse,scanpy,1.7.2,h5,3,232,test
scverse,scanpy,1.7.2,tsv,2,355,test
scverse,scanpy,1.7.2,mtx,1,15,test
scverse,scanpy,1.7.2,gz,4,4030,test
scverse,scanpy,1.7.2,json,1,1,test
scverse,scanpy,1.7.2,csv,3,9759,test
scverse,scanpy,1.7.2,r,2,82,test
scverse,scanpy,1.8.0,yml,5,155,other
scverse,scanpy,1.8.0,no_extension,24,1664,test
scverse,scanpy,1.8.0,yaml,1,27,other
scverse,scanpy,1.8.0,py,151,40216,other
scverse,scanpy,1.8.0,md,5,88,other
scverse,scanpy,1.8.0,toml,1,137,other
scverse,scanpy,1.8.0,rst,60,2692,doc
scverse,scanpy,1.8.0,sample,13,790,other
scverse,scanpy,1.8.0,idx,1,6205,other
scverse,scanpy,1.8.0,pack,1,318511,other
scverse,scanpy,1.8.0,png,226,52402,test
scverse,scanpy,1.8.0,svg,2,146,doc
scverse,scanpy,1.8.0,h5ad,1,9128,other
scverse,scanpy,1.8.0,txt,6,934,other
scverse,scanpy,1.8.0,pkl,2,32,test
scverse,scanpy,1.8.0,0,5,126408,test
scverse,scanpy,1.8.0,h5,3,232,test
scverse,scanpy,1.8.0,tsv,2,355,test
scverse,scanpy,1.8.0,mtx,1,15,test
scverse,scanpy,1.8.0,gz,4,4030,test
scverse,scanpy,1.8.0,json,1,1,test
scverse,scanpy,1.8.0,csv,3,9759,test
scverse,scanpy,1.8.0,r,2,82,test
scverse,scanpy,1.8.0.dev0,yml,4,133,other
scverse,scanpy,1.8.0.dev0,no_extension,22,1601,test
scverse,scanpy,1.8.0.dev0,py,155,37326,other
scverse,scanpy,1.8.0.dev0,md,5,88,other
scverse,scanpy,1.8.0.dev0,in,1,4,other
scverse,scanpy,1.8.0.dev0,toml,1,78,other
scverse,scanpy,1.8.0.dev0,rst,29,2264,doc
scverse,scanpy,1.8.0.dev0,txt,7,958,other
scverse,scanpy,1.8.0.dev0,sample,13,790,other
scverse,scanpy,1.8.0.dev0,idx,1,6205,other
scverse,scanpy,1.8.0.dev0,pack,1,318511,other
scverse,scanpy,1.8.0.dev0,png,195,45137,test
scverse,scanpy,1.8.0.dev0,svg,2,146,doc
scverse,scanpy,1.8.0.dev0,h5ad,1,9128,other
scverse,scanpy,1.8.0.dev0,pkl,2,32,test
