quality_attribute,keyword,matched_word,sentence,source,author,repo,version,wiki,url
Usability,guid,guide,Full length cDNA distribution as a guide to abundances?,MatchSource.ISSUE,COMBINE-lab,salmon,v1.10.1,https://combine-lab.github.io/salmon,https://github.com/COMBINE-lab/salmon/issues/56
Availability,error,error,Broken linked files cause salmon indexing to pause (indefinitely) without throwing an error,MatchSource.ISSUE,COMBINE-lab,salmon,v1.10.1,https://combine-lab.github.io/salmon,https://github.com/COMBINE-lab/salmon/issues/134
Usability,pause,pause,Broken linked files cause salmon indexing to pause (indefinitely) without throwing an error,MatchSource.ISSUE,COMBINE-lab,salmon,v1.10.1,https://combine-lab.github.io/salmon,https://github.com/COMBINE-lab/salmon/issues/134
Usability,undo,undocumented,salmon --writeUnmappedNames produced undocumented result,MatchSource.ISSUE,COMBINE-lab,salmon,v1.10.1,https://combine-lab.github.io/salmon,https://github.com/COMBINE-lab/salmon/issues/657
Usability,simpl,simple,A simple question about strand bias,MatchSource.ISSUE,COMBINE-lab,salmon,v1.10.1,https://combine-lab.github.io/salmon,https://github.com/COMBINE-lab/salmon/issues/762
Safety,avoid,avoid,No bug - How to explain Salmon workflow simply ? (avoid mathematics-heavy explanation),MatchSource.ISSUE,COMBINE-lab,salmon,v1.10.1,https://combine-lab.github.io/salmon,https://github.com/COMBINE-lab/salmon/issues/926
Usability,simpl,simply,No bug - How to explain Salmon workflow simply ? (avoid mathematics-heavy explanation),MatchSource.ISSUE,COMBINE-lab,salmon,v1.10.1,https://combine-lab.github.io/salmon,https://github.com/COMBINE-lab/salmon/issues/926
