quality_attribute,keyword,matched_word,sentence,source,author,repo,version,url
Usability,clear,clear,Change the wording in the error message if CGNS file doesn't exist in the current directory to make it more clear.,MatchSource.ISSUE,su2code,SU2,v8.1.0,https://github.com/su2code/SU2/issues/62
Usability,guid,guide,update style guide,MatchSource.ISSUE,su2code,SU2,v8.1.0,https://github.com/su2code/SU2/issues/89
Usability,intuit,intuitive,Remove the surface element area from the sensitivity map output for more intuitive visualization,MatchSource.ISSUE,su2code,SU2,v8.1.0,https://github.com/su2code/SU2/issues/123
Usability,simpl,simple,"Added Docker file, move the simple conf file into a different folder and.",MatchSource.ISSUE,su2code,SU2,v8.1.0,https://github.com/su2code/SU2/pull/169
Usability,simpl,simple,Periodic boundary conditions and simple timestepping don't combine well,MatchSource.ISSUE,su2code,SU2,v8.1.0,https://github.com/su2code/SU2/issues/763
Usability,simpl,simple,Add simple custom outputs (functions of other outputs) to all solvers,MatchSource.ISSUE,su2code,SU2,v8.1.0,https://github.com/su2code/SU2/pull/2020
Usability,simpl,simple,Cannot solve a simple 3D transient model,MatchSource.ISSUE,su2code,SU2,v8.1.0,https://github.com/su2code/SU2/issues/2191
