Availability,Deployability,Energy Efficiency,Integrability,Modifiability,Performance,Safety,Security,Testability,Usability,total
48,28,29,14,6,28,17,10,5,7,192
47,29,29,14,6,17,17,13,14,6,192
48,28,29,14,6,28,17,10,5,7,192
48,28,29,14,6,28,17,10,5,7,192
47,29,29,14,6,16,17,13,14,7,192
48,28,29,14,6,28,17,10,5,7,192
47,29,29,14,6,17,17,13,14,6,192
48,28,29,14,6,28,17,10,5,7,192
48,28,29,14,6,28,17,10,5,7,192
48,28,29,14,6,28,17,10,5,7,192
48,28,29,14,6,28,17,10,5,7,192
48,28,29,14,6,28,17,10,5,7,192
47,29,29,14,6,17,17,13,14,6,192
48,28,29,14,6,28,17,10,5,7,192
48,28,29,14,6,28,17,10,5,7,192
48,28,29,14,6,28,17,10,5,7,192
48,28,29,14,6,28,17,10,5,7,192
48,28,29,14,6,28,17,10,5,7,192
48,28,29,14,6,28,17,10,5,7,192
48,28,29,14,6,28,17,10,5,7,192
48,28,29,14,6,28,17,10,5,7,192
48,28,29,14,6,28,17,10,5,7,192
16,6,0,5,24,61,17,19,30,13,191
47,29,29,14,6,16,17,13,14,6,191
47,28,29,14,6,28,17,10,5,7,191
47,29,29,14,6,16,17,13,14,6,191
47,29,29,14,6,16,17,13,14,6,191
47,29,29,14,6,16,17,13,14,6,191
47,29,28,14,6,17,17,13,14,6,191
47,28,29,14,6,28,17,10,5,7,191
47,29,28,14,6,17,17,13,14,6,191
44,9,59,17,9,37,8,1,2,4,190
47,29,28,14,6,16,17,13,14,6,190
47,29,28,14,6,16,17,13,14,6,190
27,21,0,14,47,25,19,20,11,5,189
8,13,5,47,27,11,26,9,14,29,189
20,10,5,11,17,8,11,8,53,45,188
170,2,6,3,2,5,0,0,0,0,188
23,11,39,0,25,0,0,0,49,41,188
46,28,29,14,6,27,16,10,5,7,188
46,28,29,14,6,27,16,10,5,7,188
46,28,29,14,6,27,16,10,5,7,188
46,28,29,14,6,27,16,10,5,7,188
46,28,29,14,6,27,16,10,5,7,188
46,28,29,14,6,27,16,10,5,7,188
46,28,29,14,6,27,16,10,5,7,188
46,28,29,14,6,27,16,10,5,7,188
32,36,7,30,30,11,18,2,10,11,187
81,1,3,10,79,1,0,1,7,4,187
96,1,3,10,64,0,1,1,7,4,187
47,29,27,14,6,14,17,13,14,6,187
47,29,27,14,6,14,17,13,14,6,187
47,29,27,14,6,14,17,13,14,6,187
47,29,27,14,6,14,17,13,14,6,187
47,29,27,14,6,14,17,13,14,6,187
47,29,27,14,6,14,17,13,14,6,187
47,29,27,14,6,14,17,13,14,6,187
47,29,27,14,6,14,17,13,14,6,187
47,29,27,14,6,14,17,13,14,6,187
47,29,27,14,6,14,17,13,14,6,187
13,7,3,9,14,2,13,0,121,3,185
47,29,26,14,6,14,16,13,14,6,185
52,1,0,26,31,44,9,13,6,2,184
46,29,26,14,6,14,16,13,14,6,184
46,29,26,14,6,14,16,13,14,6,184
46,28,29,14,6,22,16,10,5,7,183
46,28,29,14,6,22,16,10,5,7,183
46,28,29,14,6,22,16,10,5,7,183
46,28,29,14,6,22,16,10,5,7,183
46,28,29,14,6,22,16,10,5,7,183
46,28,29,14,6,22,16,10,5,7,183
46,28,29,14,6,22,16,10,5,7,183
46,28,29,14,6,22,16,10,5,7,183
46,28,29,14,6,22,16,10,5,7,183
42,1,1,18,30,35,1,15,17,23,183
89,0,7,7,14,3,0,1,61,0,182
14,50,1,7,77,5,7,2,14,5,182
45,29,26,12,6,13,15,13,17,6,182
45,29,26,12,6,13,15,13,17,6,182
45,29,26,12,6,13,15,13,17,6,182
45,29,26,12,6,13,15,13,17,6,182
45,29,26,12,6,13,15,13,17,6,182
45,29,26,12,6,13,15,13,17,6,182
45,29,26,12,6,13,15,13,17,6,182
45,29,26,12,6,13,15,13,17,6,182
45,29,26,12,6,13,15,13,17,6,182
45,29,26,12,6,13,15,13,17,6,182
45,29,26,12,6,13,15,13,17,6,182
45,29,26,12,6,13,15,13,17,6,182
45,29,26,12,6,13,15,13,17,6,182
45,29,26,12,6,13,15,13,17,6,182
15,4,5,4,12,72,12,4,35,19,182
14,50,1,7,76,5,7,2,14,5,181
42,27,26,12,6,13,15,17,17,6,181
42,27,26,12,6,13,15,17,17,6,181
41,28,26,12,6,13,15,17,17,6,181
45,29,26,13,6,13,16,13,14,6,181
42,27,26,12,6,13,15,17,17,6,181
42,27,26,12,6,13,15,17,17,6,181
46,27,26,12,6,13,15,13,17,6,181
42,27,26,12,6,13,15,17,17,6,181
45,29,26,13,6,13,16,13,14,6,181
42,27,26,12,6,13,15,17,17,6,181
45,29,26,13,6,13,16,13,14,6,181
42,27,26,12,6,13,15,17,17,6,181
42,27,26,12,6,13,15,17,17,6,181
42,27,26,12,6,13,15,17,17,6,181
42,27,26,12,6,13,15,17,17,6,181
42,27,26,12,6,13,15,17,17,6,181
42,27,26,12,6,13,15,17,17,6,181
15,0,3,11,75,17,0,2,37,21,181
42,11,2,14,18,43,11,17,13,10,181
26,95,3,18,10,6,0,1,17,5,181
14,49,1,7,76,5,7,2,14,5,180
44,27,29,14,6,22,16,10,5,7,180
44,27,29,14,6,22,16,10,5,7,180
44,27,29,14,6,22,16,10,5,7,180
44,27,29,14,6,22,16,10,5,7,180
42,27,26,12,6,13,15,16,17,6,180
44,27,29,14,6,22,16,10,5,7,180
44,27,29,14,6,22,16,10,5,7,180
44,27,29,14,6,22,16,10,5,7,180
44,27,29,14,6,22,16,10,5,7,180
44,27,29,14,6,22,16,10,5,7,180
45,27,26,12,6,13,15,13,17,6,180
44,27,29,14,6,22,16,10,5,7,180
12,13,5,23,9,6,1,14,97,0,180
23,96,3,10,14,4,1,2,23,3,179
12,9,83,17,8,40,0,5,5,0,179
23,96,3,10,14,4,1,2,23,3,179
23,96,3,10,14,4,1,2,23,3,179
44,27,26,12,6,13,15,13,17,6,179
44,27,26,12,6,13,15,13,17,6,179
44,27,26,12,6,13,15,13,17,6,179
44,27,26,12,6,13,15,13,17,6,179
44,27,26,12,6,13,15,13,17,6,179
43,27,29,14,6,22,16,10,5,7,179
44,27,26,12,6,13,15,13,17,6,179
19,9,13,37,20,6,15,2,35,23,179
22,17,1,9,48,35,8,12,25,1,178
43,27,29,14,6,21,16,10,5,7,178
33,27,17,43,21,9,1,6,12,9,178
17,10,3,12,17,8,11,9,49,41,177
34,3,1,16,47,27,4,1,33,11,177
29,24,0,5,67,19,1,10,22,0,177
41,24,26,12,6,13,15,17,17,6,177
43,27,29,14,6,20,16,10,5,7,177
41,24,26,12,6,13,15,17,17,6,177
72,1,3,13,69,5,0,1,7,5,176
66,3,4,13,62,3,5,5,13,2,176
0,1,0,1,135,7,0,0,32,0,176
43,27,29,14,6,19,16,10,5,7,176
43,27,29,14,6,19,16,10,5,7,176
10,2,136,12,1,2,1,8,1,2,175
22,94,3,10,14,4,1,2,23,2,175
57,6,0,21,21,19,16,7,13,14,174
92,3,0,30,34,3,3,1,1,7,174
40,20,26,14,6,13,14,18,17,6,174
41,21,26,12,6,13,15,17,17,6,174
41,21,26,12,6,13,15,17,17,6,174
41,21,26,12,6,13,15,17,17,6,174
41,21,26,12,6,13,15,17,17,6,174
41,21,26,12,6,13,15,17,17,6,174
40,20,26,14,6,13,14,18,17,6,174
41,21,26,12,6,13,15,17,17,6,174
41,21,26,12,6,13,15,17,17,6,174
41,21,26,12,6,13,15,17,17,6,174
41,21,26,12,6,13,15,17,17,6,174
40,20,26,14,6,13,14,18,17,6,174
12,33,8,8,47,24,5,21,5,11,174
27,34,0,24,34,40,2,12,0,0,173
27,34,0,24,34,40,2,12,0,0,173
22,94,3,8,14,4,1,2,23,2,173
22,94,3,8,14,4,1,2,23,2,173
22,94,3,8,14,4,1,2,23,2,173
22,94,3,8,14,4,1,2,23,2,173
22,94,3,8,14,4,1,2,23,2,173
42,27,29,14,6,17,16,10,5,7,173
40,20,26,14,6,13,14,17,17,6,173
42,27,29,14,6,17,16,10,5,7,173
42,27,29,14,6,17,16,10,5,7,173
42,27,29,14,6,17,16,10,5,7,173
42,27,29,14,6,17,16,10,5,7,173
42,27,29,14,6,17,16,10,5,7,173
42,27,29,14,6,17,16,10,5,7,173
42,27,29,14,6,17,16,10,5,7,173
40,20,26,14,6,13,14,17,17,6,173
42,27,29,14,6,17,16,10,5,7,173
40,21,26,12,6,13,14,18,17,6,173
42,27,29,14,6,17,16,10,5,7,173
42,27,29,14,6,17,16,10,5,7,173
42,27,29,14,6,17,16,10,5,7,173
42,27,29,14,6,17,16,10,5,7,173
42,27,29,14,6,17,16,10,5,7,173
42,27,29,14,6,17,16,10,5,7,173
19,19,21,13,10,16,2,41,27,5,173
5,0,1,1,1,3,0,1,156,5,173
40,20,26,12,6,13,14,18,17,6,172
40,20,26,12,6,13,14,18,17,6,172
40,20,26,12,6,13,14,18,17,6,172
40,20,26,12,6,13,14,18,17,6,172
23,3,7,10,20,39,13,8,8,41,172
15,10,7,16,33,28,6,7,28,22,172
77,9,1,7,5,1,8,0,38,25,171
12,2,33,1,114,5,0,2,0,2,171
12,2,33,1,114,5,0,2,0,2,171
40,20,26,13,6,13,13,17,17,6,171
40,20,26,13,6,13,13,17,17,6,171
40,20,26,13,6,13,13,17,17,6,171
40,20,26,13,6,13,13,17,17,6,171
40,20,26,13,6,13,13,17,17,6,171
40,20,26,13,6,13,13,17,17,6,171
40,20,26,13,6,13,13,17,17,6,171
40,20,26,13,6,13,13,17,17,6,171
40,20,26,13,6,13,13,17,17,6,171
40,20,26,13,6,13,13,17,17,6,171
40,20,26,13,6,13,13,17,17,6,171
40,20,26,13,6,13,13,17,17,6,171
40,20,26,13,6,13,13,17,17,6,171
40,20,26,13,6,13,13,17,17,6,171
40,20,26,13,6,13,13,17,17,6,171
40,20,26,13,6,13,13,17,17,6,171
40,20,26,13,6,13,13,17,17,6,171
40,20,26,13,6,13,13,17,17,6,171
2,6,8,7,1,22,1,8,5,111,171
52,4,1,19,14,34,0,8,35,3,170
40,20,25,13,6,13,13,17,17,6,170
40,20,25,13,6,13,13,17,17,6,170
16,10,0,46,44,25,0,4,11,13,169
2,15,0,2,18,119,0,1,7,4,168
25,26,41,4,12,44,9,0,7,0,168
25,26,41,4,12,44,9,0,7,0,168
40,7,57,8,9,33,8,1,2,3,168
40,18,25,11,6,13,14,17,17,7,168
40,18,25,11,6,13,14,17,17,7,168
40,18,25,11,6,13,14,17,17,7,168
40,20,25,11,6,13,13,17,17,6,168
40,18,25,11,6,13,14,17,17,7,168
49,46,3,20,12,3,5,10,11,9,168
16,51,3,10,32,13,2,3,29,9,168
40,18,25,11,6,13,14,16,17,7,167
40,18,25,11,6,13,14,16,17,7,167
40,18,25,11,6,13,14,16,17,7,167
40,18,25,11,6,13,14,16,17,7,167
40,18,25,11,6,13,14,16,17,7,167
40,18,25,11,6,13,14,16,17,7,167
40,18,25,11,6,13,14,16,17,7,167
14,21,16,33,11,41,5,7,5,14,167
40,6,57,8,9,33,8,1,2,3,167
43,20,2,9,36,14,2,1,37,2,166
11,2,30,1,112,6,0,2,0,2,166
11,2,30,1,112,6,0,2,0,2,166
40,18,25,11,6,13,13,17,17,6,166
8,5,8,2,6,1,1,1,131,3,166
66,4,6,19,13,13,4,10,15,15,165
37,3,3,3,5,93,3,0,15,3,165
52,4,1,19,14,29,0,8,35,3,165
52,4,1,19,14,29,0,8,35,3,165
52,4,1,19,14,29,0,8,35,3,165
52,4,1,19,14,29,0,8,35,3,165
52,4,1,19,14,29,0,8,35,3,165
40,6,57,8,8,32,8,1,2,3,165
26,85,0,5,12,3,1,3,29,1,165
26,85,0,5,12,3,1,3,29,1,165
40,18,25,11,6,13,13,16,17,6,165
40,18,24,11,4,13,14,15,17,7,163
40,18,24,11,4,13,14,15,17,7,163
40,18,24,11,4,13,14,15,17,7,163
1,7,2,2,88,33,3,5,9,13,163
9,2,5,28,22,56,1,38,1,0,162
61,0,0,20,29,18,16,12,6,0,162
26,96,0,6,3,1,0,2,26,2,162
26,96,0,6,3,1,0,2,26,2,162
9,2,5,28,22,56,1,37,1,0,161
7,20,9,72,28,12,2,0,10,1,161
7,20,9,72,28,12,2,0,10,1,161
40,17,24,11,4,13,14,14,17,7,161
40,17,24,11,4,13,14,14,17,7,161
40,17,24,11,4,13,14,14,17,7,161
40,17,24,11,4,13,14,14,17,7,161
40,17,24,11,4,13,14,14,17,7,161
4,1,2,2,12,4,3,5,124,4,161
23,6,10,10,35,21,15,12,11,18,161
12,52,44,6,3,10,9,14,9,2,161
9,54,0,79,14,0,3,0,2,0,161
52,4,1,14,14,29,0,8,35,3,160
52,4,1,14,14,29,0,8,35,3,160
24,9,40,13,17,48,1,2,3,3,160
24,9,40,13,17,48,1,2,3,3,160
24,9,40,13,17,48,1,2,3,3,160
24,9,40,13,17,48,1,2,3,3,160
24,9,40,13,17,48,1,2,3,3,160
24,9,40,13,17,48,1,2,3,3,160
24,9,40,13,17,48,1,2,3,3,160
24,9,40,13,17,48,1,2,3,3,160
24,9,40,13,17,48,1,2,3,3,160
24,9,40,13,17,48,1,2,3,3,160
24,9,40,13,17,48,1,2,3,3,160
24,9,40,13,17,48,1,2,3,3,160
24,9,40,13,17,48,1,2,3,3,160
40,17,24,11,3,13,14,14,17,7,160
40,17,24,11,3,13,14,14,17,7,160
40,17,24,11,3,13,14,14,17,7,160
25,4,25,9,67,24,1,2,0,2,159
22,2,85,3,6,25,5,2,2,7,159
22,2,85,3,6,25,5,2,2,7,159
22,2,85,3,6,25,5,2,2,7,159
9,3,0,14,10,104,5,9,0,5,159
22,0,29,29,56,5,0,0,16,1,158
22,0,29,29,56,5,0,0,16,1,158
22,0,29,29,56,5,0,0,16,1,158
22,0,29,29,56,5,0,0,16,1,158
22,0,29,29,56,5,0,0,16,1,158
22,0,29,29,56,5,0,0,16,1,158
79,0,5,3,2,0,0,0,68,1,158
36,13,1,13,41,20,0,0,32,2,158
11,108,2,7,1,3,1,10,12,3,158
36,13,1,13,41,20,0,0,32,2,158
22,2,84,3,6,25,5,2,2,7,158
22,2,84,3,6,25,5,2,2,7,158
22,9,40,13,17,48,1,2,3,3,158
22,9,40,13,17,48,1,2,3,3,158
14,3,43,32,12,37,3,6,4,4,158
22,9,39,13,17,48,1,2,3,3,157
22,9,39,13,17,48,1,2,3,3,157
40,17,24,12,3,11,12,14,17,7,157
40,17,24,12,3,11,12,14,17,7,157
40,17,24,12,3,11,12,14,17,7,157
40,17,24,12,3,11,12,14,17,7,157
18,16,0,9,59,21,3,8,22,0,156
40,17,23,12,3,11,12,14,17,7,156
54,3,3,17,47,10,4,3,13,1,155
39,4,0,15,83,10,0,4,0,0,155
26,24,7,25,26,11,15,2,9,10,155
35,6,57,8,8,27,8,0,2,3,154
22,2,81,3,6,26,5,0,2,7,154
22,2,81,3,6,26,5,0,2,7,154
14,4,27,8,62,34,0,3,0,2,154
20,16,1,7,42,1,1,1,27,37,153
57,6,3,32,33,11,2,3,5,1,153
36,13,1,9,41,20,0,0,32,1,153
36,13,1,9,41,20,0,0,32,1,153
36,13,1,9,41,20,0,0,32,1,153
36,13,1,9,41,20,0,0,32,1,153
36,13,1,9,41,20,0,0,32,1,153
36,13,1,9,41,20,0,0,32,1,153
13,3,42,31,12,35,3,7,3,4,153
13,3,42,31,12,35,3,7,3,4,153
13,3,42,31,12,35,3,7,3,4,153
13,3,42,31,12,35,3,7,3,4,153
22,2,80,3,6,26,5,0,2,7,153
22,2,80,3,6,26,5,0,2,7,153
75,2,0,7,14,5,4,1,4,40,152
13,3,42,31,12,35,3,6,3,4,152
13,3,42,31,12,35,3,6,3,4,152
13,3,42,31,12,35,3,6,3,4,152
13,3,42,31,12,35,3,6,3,4,152
13,3,42,31,12,35,3,6,3,4,152
13,3,42,31,12,35,3,6,3,4,152
13,3,42,31,12,35,3,6,3,4,152
10,102,2,8,1,3,0,9,14,3,152
35,6,56,8,8,26,7,0,2,3,151
19,38,6,18,14,13,4,4,25,9,150
86,3,0,21,25,4,3,0,2,6,150
86,3,0,21,25,4,3,0,2,6,150
86,3,0,21,25,4,3,0,2,6,150
86,3,0,21,25,4,3,0,2,6,150
86,3,0,21,25,4,3,0,2,6,150
86,3,0,21,25,4,3,0,2,6,150
27,0,2,0,1,0,0,0,104,16,150
9,2,0,16,45,26,7,41,1,0,147
57,7,3,32,25,12,0,4,5,1,146
13,6,4,61,44,8,0,5,0,4,145
55,7,3,32,27,11,0,4,5,1,145
29,2,14,5,61,22,8,2,0,2,145
13,3,37,31,12,34,3,5,3,4,145
13,3,37,31,12,34,3,5,3,4,145
13,3,37,31,12,34,3,5,3,4,145
13,3,37,31,12,34,3,5,3,4,145
13,3,37,31,12,34,3,5,3,4,145
13,3,37,31,12,34,3,5,3,4,145
16,4,3,28,27,13,3,14,5,32,145
13,4,36,10,33,41,3,2,2,1,145
18,1,79,3,6,22,4,2,2,7,144
15,6,4,2,12,5,6,13,64,16,143
39,17,5,25,14,7,1,1,32,1,142
12,5,1,39,39,27,0,1,11,7,142
3,3,12,17,38,34,1,3,27,4,142
6,61,1,17,11,0,1,1,43,1,142
30,3,0,6,8,56,21,8,6,3,141
103,0,0,1,0,2,3,1,2,29,141
103,0,0,1,0,2,3,1,2,29,141
103,0,0,1,0,2,3,1,2,29,141
14,15,4,36,27,17,0,11,8,9,141
4,20,2,5,100,1,1,1,5,1,140
3,11,1,1,13,16,0,1,93,1,140
9,6,1,40,31,29,0,2,11,10,139
6,46,11,58,13,4,0,0,0,1,139
3,0,1,2,5,0,1,0,127,0,139
30,3,0,6,8,53,21,8,6,3,138
39,17,5,25,12,5,1,1,32,1,138
30,3,0,6,8,53,21,8,6,3,138
47,2,0,20,26,20,9,12,2,0,138
21,1,3,14,43,40,5,3,1,7,138
11,89,0,18,2,7,0,0,11,0,138
6,21,3,7,11,30,48,3,5,4,138
34,20,0,26,12,21,1,5,13,5,137
34,20,0,26,12,21,1,5,13,5,137
34,20,0,26,12,21,1,5,13,5,137
14,4,3,5,20,79,2,1,3,6,137
21,1,3,14,43,39,5,3,1,7,137
16,17,8,4,26,31,14,8,5,8,137
14,4,3,5,20,79,2,1,3,6,137
20,10,43,15,17,8,2,7,8,7,137
20,10,43,15,17,8,2,7,8,7,137
6,9,3,12,37,33,25,5,0,7,137
8,28,5,16,17,18,19,14,4,7,136
21,24,5,36,24,7,3,0,11,5,136
20,9,46,14,18,9,2,4,7,7,136
20,9,46,14,18,9,2,4,7,7,136
10,4,0,35,42,25,0,1,11,7,135
33,7,0,3,79,10,0,2,0,1,135
25,10,3,19,14,48,1,5,6,4,135
33,10,4,18,14,16,7,17,0,16,135
1,32,0,73,28,1,0,0,0,0,135
1,32,0,73,28,1,0,0,0,0,135
1,32,0,73,28,1,0,0,0,0,135
20,9,46,14,19,7,2,4,7,7,135
20,9,46,14,19,7,2,4,7,7,135
14,3,2,2,42,18,5,0,42,7,135
6,17,3,16,22,49,1,6,7,7,134
6,17,3,16,22,49,1,6,7,7,134
42,11,3,23,12,7,1,1,33,1,134
6,17,3,16,22,49,1,6,7,7,134
30,3,0,6,8,49,21,8,6,3,134
22,3,0,13,36,24,17,12,4,3,134
3,5,94,18,2,5,0,1,3,3,134
57,0,4,1,0,17,1,17,37,0,134
42,11,3,23,12,6,1,1,33,1,133
42,11,3,23,12,6,1,1,33,1,133
42,11,3,23,12,6,1,1,33,1,133
1,31,0,72,28,1,0,0,0,0,133
26,15,24,5,2,11,12,14,17,7,133
28,3,0,6,8,49,21,8,6,3,132
28,3,0,6,8,49,21,8,6,3,132
1,7,66,5,3,29,1,0,20,0,132
1,7,66,5,3,29,1,0,20,0,132
26,15,23,5,2,11,12,14,17,7,132
6,18,3,17,20,49,1,3,7,7,131
33,4,2,13,5,33,16,8,13,4,131
11,3,42,7,27,24,1,5,5,6,131
3,15,87,0,22,4,0,0,0,0,131
3,15,87,0,22,4,0,0,0,0,131
3,15,87,0,22,4,0,0,0,0,131
3,15,87,0,22,4,0,0,0,0,131
1,0,6,0,13,9,2,8,92,0,131
6,18,3,17,20,49,1,3,7,6,130
3,3,4,31,6,50,0,30,2,1,130
21,0,14,13,68,13,0,1,0,0,130
6,4,0,33,41,27,0,1,11,7,130
3,3,4,31,6,50,0,30,2,1,130
1,7,64,5,3,29,1,0,20,0,130
1,7,64,5,3,29,1,0,20,0,130
19,1,65,6,29,0,2,2,4,2,130
24,15,22,5,2,9,12,16,16,9,130
24,15,22,5,2,9,13,15,16,9,130
25,15,25,5,2,8,14,15,12,9,130
24,15,22,5,2,9,12,16,16,9,130
25,15,23,5,2,11,12,12,17,8,130
24,15,22,5,2,9,12,16,16,9,130
24,15,22,5,2,9,12,16,16,9,130
25,15,23,5,2,11,12,12,17,8,130
24,15,22,5,2,9,12,16,16,9,130
24,15,22,5,2,9,12,16,16,9,130
24,15,22,5,2,9,12,16,16,9,130
24,15,22,5,2,9,12,16,16,9,130
24,15,22,5,2,9,12,16,16,9,130
24,15,22,5,2,9,12,16,16,9,130
25,15,23,5,2,11,12,12,17,8,130
24,15,22,5,2,9,12,16,16,9,130
7,7,0,30,9,39,1,11,19,6,129
7,7,0,30,9,39,1,11,19,6,129
7,7,0,30,9,39,1,11,19,6,129
6,18,3,17,20,48,1,3,7,6,129
56,6,1,9,31,3,10,3,9,1,129
29,6,2,23,8,6,31,6,8,10,129
1,7,66,5,3,29,1,0,17,0,129
1,7,66,5,3,29,1,0,17,0,129
29,3,49,5,8,22,8,0,2,3,129
29,3,49,5,8,22,8,0,2,3,129
29,3,49,5,8,22,8,0,2,3,129
29,3,49,5,8,22,8,0,2,3,129
25,15,25,5,2,8,13,15,12,9,129
25,15,25,5,2,8,13,15,12,9,129
25,15,25,5,2,8,13,15,12,9,129
24,15,22,5,2,9,12,15,16,9,129
24,15,22,5,2,9,12,15,16,9,129
25,15,25,5,2,8,13,15,12,9,129
24,15,22,5,2,10,12,14,16,9,129
9,1,0,1,6,87,2,2,0,20,128
34,20,0,26,11,20,0,2,10,5,128
6,18,3,17,20,47,1,3,7,6,128
81,0,0,3,1,3,2,0,38,0,128
6,4,0,31,37,29,0,1,11,9,128
8,33,0,2,74,0,5,1,1,4,128
24,15,22,5,2,9,12,15,16,8,128
24,15,22,5,2,9,12,15,16,8,128
24,15,22,5,2,9,12,14,16,9,128
24,15,22,5,2,9,12,14,16,9,128
24,15,22,5,2,9,12,14,16,9,128
24,15,22,5,2,9,12,14,16,9,128
24,15,22,5,2,9,12,14,16,9,128
24,15,22,5,2,9,12,14,16,9,128
25,15,23,5,2,11,12,11,17,7,128
24,15,22,5,2,9,12,14,16,9,128
24,15,22,5,2,9,12,14,16,9,128
24,15,22,5,2,9,12,15,16,8,128
24,15,22,5,2,9,12,14,16,9,128
24,15,22,5,2,9,12,14,16,9,128
24,15,22,5,2,9,12,14,16,9,128
24,15,22,5,2,9,12,14,16,9,128
24,15,22,5,2,9,12,14,16,9,128
24,15,22,5,2,9,12,14,16,9,128
24,15,22,5,2,9,12,14,16,9,128
24,15,22,5,2,9,12,14,16,9,128
25,15,23,5,2,11,12,11,17,7,128
1,7,64,5,3,29,1,0,17,0,127
1,7,64,5,3,29,1,0,17,0,127
3,15,83,0,22,4,0,0,0,0,127
3,15,83,0,22,4,0,0,0,0,127
25,15,23,5,2,11,12,10,17,7,127
34,20,0,26,11,19,0,2,10,4,126
80,0,0,3,1,3,2,0,37,0,126
9,2,78,12,2,16,0,4,0,3,126
12,5,67,11,1,1,0,13,13,3,126
9,2,78,12,2,16,0,4,0,3,126
12,5,67,11,1,1,0,13,13,3,126
9,2,78,12,2,16,0,4,0,3,126
12,5,67,11,1,1,0,13,13,3,126
3,15,82,0,22,4,0,0,0,0,126
3,15,82,0,22,4,0,0,0,0,126
25,15,21,5,2,10,11,12,16,9,126
25,15,25,5,2,8,14,15,8,9,126
25,15,21,5,2,10,11,12,16,9,126
25,15,21,5,2,10,11,12,16,9,126
23,15,22,4,2,11,12,12,17,8,126
25,15,21,5,2,10,11,12,16,9,126
25,15,25,5,2,8,14,15,8,9,126
20,1,1,14,40,12,4,1,21,11,125
21,1,0,12,8,2,4,72,5,0,125
3,15,81,0,22,4,0,0,0,0,125
3,15,81,0,22,4,0,0,0,0,125
3,15,81,0,22,4,0,0,0,0,125
3,15,81,0,22,4,0,0,0,0,125
23,15,22,4,2,11,11,12,17,8,125
23,15,22,4,2,11,11,12,17,8,125
23,15,22,4,2,11,11,12,17,8,125
23,15,22,4,2,11,11,12,17,8,125
23,15,22,4,2,11,11,12,17,8,125
23,15,22,4,2,11,11,12,17,8,125
23,15,22,4,2,11,11,12,17,8,125
23,15,22,4,2,11,11,12,17,8,125
23,15,22,4,2,11,11,12,17,8,125
23,15,22,4,2,11,11,12,17,8,125
23,15,22,4,2,11,11,12,17,8,125
23,15,22,4,2,11,11,12,17,8,125
23,15,22,4,2,11,11,12,17,8,125
23,15,22,4,2,11,11,12,17,8,125
23,15,22,4,2,11,11,12,17,8,125
28,1,1,41,8,0,0,35,8,2,124
6,4,0,33,37,25,0,1,11,7,124
5,49,0,44,25,0,0,1,0,0,124
6,5,0,31,37,25,0,1,11,8,124
9,99,2,2,1,1,0,3,6,1,124
12,5,67,11,1,1,0,12,12,3,124
12,5,67,11,1,1,0,12,12,3,124
22,4,0,2,6,26,30,24,8,2,124
23,15,22,4,2,11,11,12,16,8,124
23,15,22,4,2,11,11,12,16,8,124
23,15,21,5,2,10,11,12,16,9,124
23,15,21,5,2,10,11,12,16,9,124
4,23,0,40,17,20,2,5,7,5,123
4,23,0,40,17,20,2,5,7,5,123
4,23,0,40,16,21,2,5,7,5,123
34,20,0,26,11,18,0,1,9,4,123
0,0,0,23,23,26,10,33,2,6,123
34,2,3,11,59,5,0,1,7,1,123
34,2,3,11,59,5,0,1,7,1,123
34,2,3,11,59,5,0,1,7,1,123
34,2,3,11,59,5,0,1,7,1,123
34,2,3,11,59,5,0,1,7,1,123
34,2,3,11,59,5,0,1,7,1,123
15,14,8,38,8,14,5,0,16,5,123
8,10,20,51,16,8,1,1,5,3,123
8,10,20,51,16,8,1,1,5,3,123
17,23,7,12,36,8,2,5,12,1,123
8,8,61,6,1,7,4,10,13,5,123
12,9,46,11,7,33,0,4,1,0,123
17,23,7,12,36,8,2,5,12,1,123
8,8,61,6,1,7,4,10,13,5,123
17,23,7,12,36,8,2,5,12,1,123
8,8,61,6,1,7,4,10,13,5,123
17,23,7,12,36,8,2,5,12,1,123
19,73,0,11,1,2,1,4,9,3,123
17,23,7,12,36,8,2,5,12,1,123
19,73,0,11,1,2,1,4,9,3,123
19,73,0,11,1,2,1,4,9,3,123
24,15,22,5,2,9,12,15,11,8,123
24,15,22,5,2,9,12,15,11,8,123
24,15,22,5,2,9,12,15,11,8,123
24,15,22,5,2,9,12,15,11,8,123
24,15,22,5,2,9,12,15,11,8,123
8,0,0,0,0,113,0,0,1,1,123
34,20,0,26,11,17,0,1,9,4,122
17,0,0,7,86,6,2,1,2,1,122
33,1,3,11,60,5,0,1,7,1,122
43,8,0,13,32,7,8,2,9,0,122
19,73,0,11,1,2,1,4,8,3,122
19,73,0,11,1,2,1,4,8,3,122
8,8,61,6,1,7,4,9,13,5,122
8,8,61,6,1,7,4,9,13,5,122
3,2,88,18,2,4,0,1,2,2,122
3,2,88,18,2,4,0,1,2,2,122
24,15,22,5,2,8,12,15,11,8,122
23,15,20,4,2,11,11,12,16,8,122
24,15,25,5,2,8,13,13,8,9,122
24,15,22,5,2,8,12,15,11,8,122
23,15,20,4,2,11,11,12,16,8,122
23,15,20,4,2,11,11,12,16,8,122
24,15,22,5,2,8,12,15,11,8,122
24,15,22,5,2,8,12,15,11,8,122
23,15,20,4,2,11,11,12,16,8,122
24,15,25,5,2,8,13,13,8,9,122
23,15,20,4,2,11,11,12,16,8,122
